公司名稱,地區,資本額,公司人數,招募人數
宏燁資訊股份有限公司,台北市中正區,200000000,130,16
訊真科技股份有限公司,台北市大安區,200000000,80,14
奇唯科技股份有限公司,台北市大同區,200000000,130,6
台灣豪雅光學股份有限公司台北分公司,台北市中山區,200000000,110,2
東研信超股份有限公司,台北市內湖區,200000000,135,11
三得電子股份有限公司,台北市北投區,200000000,200,8
凱銳光電股份有限公司,台北市內湖區,200000000,150,14
東捷資訊服務股份有限公司,台北市南港區,200000000,450,22
QSAN_廣盛科技股份有限公司,台北市內湖區,200000000,70,21
湯銘科技股份有限公司,台北市松山區,200000000,暫不提供,1
博弘雲端科技股份有限公司,台北市中山區,200000000,100,15
東瑞電子股份有限公司,台北市內湖區,200000000,60,0
u-blox AG_新加坡商優北羅股份有限公司,台北市內湖區,200000000,900,0
首美能源股份有限公司,台北市士林區,200000000,10,0
鼎志電子股份有限公司,台北市中山區,200000000,暫不提供,0
西基電腦動畫股份有限公司,台北市南港區,200000000,暫不提供,14
群利科技股份有限公司,台北市內湖區,199000000,40,4
統一數網股份有限公司,台北市大安區,198000000,120,22
永炬光電科技股份有限公司,台北市大安區,198000000,4,0
欣宏電子股份有限公司,台北市南港區,197000000,47,0
愛瑪麗歐股份有限公司,台北市內湖區,194100000,60,85
Opus Microsystems_先進微機電系統股份有限公司,台北市內湖區,190750000,35,8
騰富科技股份有限公司,台北市信義區,190000000,20,0
錦華資訊科技股份有限公司,台北市松山區,190000000,35,0
元鴻應用材料股份有限公司,台北市內湖區,190000000,50,0
音律電子股份有限公司,台北市大安區,188000000,250,9
意德士科技股份有限公司,台北市中山區,185000000,60,3
邑鋒股份有限公司,台北市內湖區,183400000,42,0
唐碩科技股份有限公司,台北市內湖區,180000000,暫不提供,0
前電科創股份有限公司,台北市內湖區,180000000,168,3
薩摩亞商紐加頓有限公司台灣分公司,台北市內湖區,180000000,35,12
前進國際股份有限公司,台北市大安區,180000000,90,14
金財通商務科技服務股份有限公司,台北市松山區,180000000,暫不提供,19
力億企業股份有限公司,台北市內湖區,180000000,1000,10
鼎盛資科股份有限公司,台北市中山區,180000000,166,8
浩漢產品設計股份有限公司,台北市內湖區,180000000,220,3
中方科技股份有限公司,台北市大同區,180000000,90,3
遵宇科技股份有限公司,台北市內湖區,180000000,暫不提供,1
鼎盛資科股份有限公司,台北市中山區,180000000,166,8
Cubo AI寶寶攝影機_雲云科技股份有限公司,台北市信義區,180000000,40,17
太思科技股份有限公司,台北市內湖區,179090000,30,0
GOMAJI_夠麻吉股份有限公司,台北市大安區,178000000,200,13
瀚騰科技股份有限公司,台北市內湖區,176000000,30,6
意藍資訊股份有限公司,台北市大安區,173440000,85,21
美商趨網科技股份有限公司,台北市信義區,172290000,200,0
安富科技股份有限公司,台北市內湖區,172000000,100,10
網際威信股份有限公司,台北市內湖區,172000000,110,24
台灣瑞薩電子股份有限公司,台北市松山區,170800000,107,3
台灣淘米科技股份有限公司,台北市中山區,170000000,25,2
臺灣京東方視訊有限公司,台北市內湖區,170000000,145,7
中茂能資系統整合科技股份有限公司,台北市內湖區,170000000,21,0
歐克斯科技股份有限公司,台北市士林區,168000000,20,0
雲守護安控股份有限公司,台北市中山區,167870000,暫不提供,1
快譯通股份有限公司,台北市內湖區,166800000,60,6
中鋼集團_網際優勢股份有限公司,台北市中正區,165000000,70,1
中孚科技股份有限公司,台北市內湖區,163920000,110,27
京潤科技股份有限公司,台北市南港區,161000000,37,1
威鈞科技股份有限公司,台北市中正區,160000000,50,0
台灣三信電氣股份有限公司,台北市中山區,160000000,36,0
芝奇國際實業股份有限公司,台北市信義區,160000000,200,7
晶詠科技股份有限公司,台北市南港區,160000000,暫不提供,0
SHILLS_林荃企業有限公司,台北市中山區,160000000,32,0
捷達威數位科技股份有限公司,台北市內湖區,160000000,暫不提供,0
通寶半導體設計股份有限公司,台北市松山區,160000000,暫不提供,4
LINE TV_巧克科技新媒體股份有限公司,台北市松山區,160000000,暫不提供,6
長豐智能科技股份有限公司,台北市大安區,160000000,70,4
FG_風尚數位科技股份有限公司,台北市大安區,160000000,暫不提供,1
育駿科技股份有限公司,台北市松山區,158810000,90,4
行動貝果有限公司,台北市信義區,157000000,暫不提供,17
樂屋國際資訊股份有限公司,台北市大安區,156000000,40,0
德軒科技股份有限公司,台北市大安區,155460000,40,29
格雷維蒂互動股份有限公司,台北市內湖區,155100000,30,1
伯東國際通商股份有限公司,台北市中山區,155000000,60,6
EZTABLE_三二三網路科技股份有限公司,台北市信義區,154500000,40,6
台灣富士通股份有限公司,台北市中正區,153640000,280,13
全球聯通科技股份有限公司,台北市大安區,150000000,20,0
龍雲數位整合股份有限公司,台北市大同區,150000000,30,0
御立股份有限公司,台北市中山區,150000000,10,0
萬路通股份有限公司,台北市中正區,150000000,暫不提供,0
群傳媒股份有限公司,台北市中山區,150000000,35,0
台泥企業團_臺泥資訊股份有限公司,台北市中山區,150000000,90,12
諾亞媒體股份有限公司,台北市松山區,150000000,30,4
訊動科技股份有限公司,台北市大安區,150000000,50,3
日商Brother_台灣兄弟國際行銷股份有限公司,台北市中正區,150000000,暫不提供,2
東滕有限公司,台北市中山區,150000000,30,0
亞特蘭蒂斯科技有限公司,台北市信義區,150000000,150,0
國際厚生數位科技股份有限公司,台北市中正區,150000000,75,11
CatchPlay_英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,台北市內湖區,150000000,150,3
葳騰科技股份有限公司,台北市內湖區,150000000,80,5
鉅晶國際股份有限公司,台北市內湖區,150000000,100,5
隆電股份有限公司,台北市內湖區,150000000,50,1
圓方科技股份有限公司,台北市內湖區,150000000,50,4
ASUSTOR_華芸科技股份有限公司,台北市北投區,150000000,80,9
就肆電競股份有限公司,台北市信義區,150000000,85,14
優必闊科技股份有限公司,台北市大同區,150000000,暫不提供,12
洲集團_佳普股份有限公司,台北市大安區,150000000,暫不提供,7
未來市股份有限公司,台北市中山區,150000000,120,25
康大資訊股份有限公司,台北市中山區,150000000,195,12
尋味股份有限公司,台北市中山區,150000000,100,8
優式機器人股份有限公司,台北市內湖區,150000000,30,6
浪Live_旭瑞文化傳媒股份有限公司,台北市內湖區,150000000,200,20
大鵬科技股份有限公司,台北市內湖區,150000000,350,12
瑞光生醫科技股份有限公司,台北市內湖區,148200000,暫不提供,0
彩得線上娛樂股份有限公司,台北市內湖區,147000000,100,6
Deepblu_九星資訊股份有限公司,台北市信義區,145000000,20,0
羅姆半導體股份有限公司,台北市中山區,145000000,140,1
喜登數位股份有限公司,台北市信義區,144900000,30,3
正航資訊股份有限公司,台北市內湖區,143500000,140,17
天心資訊開發股份有限公司,台北市信義區,140000000,120,0
台景達金融科技股份有限公司,台北市內湖區,140000000,30,0
春樹科技股份有限公司,台北市中山區,140000000,90,8
樂榮工業股份有限公司,台北市大安區,140000000,5000,1
雨林新零售股份有限公司,台北市松山區,139000000,150,16
液光固態照明股份有限公司,台北市大安區,136000000,15,0
moshi_摩仕有限公司,台北市信義區,136000000,80,13
如如研創股份有限公司,台北市中山區,136000000,24,2
台灣索尼互動娛樂股份有限公司,台北市信義區,135000000,暫不提供,0
華義國際數位娛樂股份有限公司,台北市內湖區,134170000,61,7
甌圖軟體開發股份有限公司,台北市大同區,133800000,35,0
威進國際資訊股份有限公司,台北市大安區,133000000,67,26
正恩科技有限公司,台北市中正區,132000000,48,6
Taiwan Colour & Imaging Technology Corporation (TCIT)_台灣色彩與影像科技股份有限公司,台北市大同區,130500000,30,0
日新光通信科技有限公司,台北市南港區,130000000,200,0
聯達資訊股份有限公司,台北市內湖區,130000000,90,1
友齊電腦器材股份有限公司,台北市內湖區,130000000,暫不提供,1
金隆系統科技股份有限公司,台北市大同區,130000000,60,0
誠杏股份有限公司,台北市大同區,130000000,80,0
力麗科技股份有限公司,台北市中山區,130000000,180,15
美商安邁科技股份有限公司台灣分公司,台北市中山區,130000000,620,23
唯晶科技股份有限公司,台北市內湖區,130000000,70,4
優勢電子股份有限公司,台北市松山區,130000000,21,0
釩創科技股份有限公司,台北市信義區,130000000,35,0
網奕資訊科技股份有限公司,台北市大安區,129700000,50,6
崇科技股份有限公司,台北市內湖區,129500000,80,12
綠界科技股份有限公司,台北市南港區,128000000,180,15
網擎資訊軟體股份有限公司,台北市大同區,127000000,110,3
數可科技股份有限公司,台北市內湖區,126880000,20,9
中華食物網_中華全球食物股份有限公司,台北市中山區,126180000,35,0
品固企業股份有限公司,台北市南港區,126000000,500,4
HP Inc._台灣惠普資訊科技股份有限公司,台北市南港區,125000000,1600,7
南訊企業股份有限公司,台北市中正區,125000000,50,2
畢迅科技股份有限公司,台北市大安區,125000000,130,0
台灣優利系統股份有限公司,台北市松山區,124000000,115,4
日晟股份有限公司,台北市內湖區,123500000,26,0
一元素科技股份有限公司,台北市內湖區,121100000,70,4
網石棒辣椒股份有限公司,台北市內湖區,120740000,110,2
漢強科技股份有限公司,台北市松山區,120000000,20,0
甲格資訊股份有限公司,台北市南港區,120000000,35,0
法商依視路台灣分公司_依視路寶利徠光學股份有限公司,台北市松山區,120000000,150,5
翰鉑科技股份有限公司,台北市內湖區,120000000,30,0
尚凡國際創新科技股份有限公司,台北市大安區,120000000,60,15
冠宇國際電子股份有限公司,台北市南港區,120000000,30,5
英保電腦股份有限公司,台北市內湖區,120000000,50,7
安資訊股份有限公司,台北市信義區,120000000,220,16
動力安全資訊股份有限公司,台北市內湖區,120000000,200,45
速連通訊股份有限公司,台北市內湖區,120000000,40,3
聯電電器股份有限公司,台北市內湖區,120000000,400,3
